Date,Close,Open,High,Low,Volume,Fluctuation
20050406,973.67,955.6,977.86,948.95,14280,0.0189
20050407,984.73,975.97,1000.27,974.31,20750,0.0114
20050408,1003.45,984.66,1003.7,979.53,14760,0.019
20050412,978.7,993.71,993.71,978.2,10230,-0.0168
20050413,1000.9,987.95,1006.5,987.95,16070,0.0227
20050414,986.98,1004.64,1006.42,985.58,12950,-0.0139
20050415,974.08,982.61,982.61,971.93,10410,-0.0131
20050419,965.89,962.92,968.87,957.91,9210,0.0022
20050420,950.87,964.15,964.15,946.2,8850,-0.0156
20050421,943.98,948.86,955.55,938.6,9950,-0.0072
20050422,939.1,942.91,947.91,934.96,10690,-0.0052
20050426,937.08,928.43,939.7,924.65,11690,0.0075
20050427,926.6,938.57,938.91,925.9,10780,-0.0112
20050428,942.07,923.53,945.5,914.83,14340,0.0167
20050429,932.39,940.81,942.45,929.81,11240,-0.0103
20050510,913.08,905.54,913.39,892.31,10490,0.0043
20050511,901.85,911.84,917.22,900.44,9040,-0.0123
20050512,885.82,899.97,900.06,883.51,10230,-0.0178
20050513,887.54,883.5,898.5,875.58,11250,0.0019
20050517,881.46,873.08,888.28,868.21,8770,0.0071
20050518,883.2,881.14,890.4,871.82,7880,0.002
20050519,884.17,882.84,888.02,871.29,8150,0.0011
20050520,882.76,883.51,891.02,879.18,7230,-0.0016
20050524,868.46,861.2,871.77,855.59,9210,0.0059
20050525,868.45,867.66,876.3,861.66,7240,0
20050526,857.33,867.76,872.84,854.96,6620,-0.0128
20050527,849.51,855.6,864.96,848.4,7750,-0.0091
20050602,818.38,835.47,835.49,812.99,9510,-0.0229
20050603,818.03,816.55,823.86,807.97,7940,-0.0004
20050607,837.28,841.58,858.09,835.18,13070,-0.0021
20050608,905.77,848.54,908.83,844.47,32910,0.0818
20050609,912.6,907.57,925.37,895.04,33140,0.0075
20050610,894.56,911.94,911.94,889.1,22390,-0.0198
20050614,883.54,895.39,905.41,882.86,14340,-0.0105
20050615,866.83,881.21,881.25,865.14,11450,-0.0189
20050616,879.24,866.66,879.49,861.83,11050,0.0143
20050617,880.35,883.61,888.08,876.04,14960,0.0013
20050621,896.17,906.31,906.31,894.39,12780,-0.0111
20050622,900.65,894.77,901.24,891.93,10480,0.005
20050623,893.57,900.06,904.9,892.83,9510,-0.0079
20050624,898.3,892.06,898.67,888.4,8920,0.0053
20050628,903.72,913.48,913.48,901.21,10400,-0.0134
20050629,898.9,906.75,907.57,898.08,10810,-0.0053
20050630,878.69,897.1,897.1,876.88,10860,-0.0225
20050706,842.56,850.25,854.45,838.61,6900,-0.0084
20050707,844.73,841.75,848.02,839.28,5960,0.0026
20050708,829.49,842.62,842.62,827.23,7220,-0.018
20050712,851.82,821.91,854.29,818.86,14990,0.0336
20050713,846.23,850.47,851.95,841.86,9400,-0.0066
20050714,849.59,844.94,856.1,843.18,9360,0.004
20050715,841,849.87,854.6,837.78,8890,-0.0101
20050719,835.61,831.5,840.14,829.28,7890,0.0031
20050720,842.64,835.3,844.71,832.14,8530,0.0084
20050721,843.99,842.75,843.99,835.76,8370,0.0016
20050722,859.69,847.54,867.16,842.99,21320,0.0186
20050726,876.48,856.19,880.03,856.19,21830,0.0229
20050727,894.01,876.94,894.03,876.04,20410,0.02
20050728,890.88,893.88,901,888.5,20620,-0.0035
20050729,888.16,889.41,892.29,883.38,13400,-0.0031
20050802,903.6,892.13,903.65,888.4,14290,0.0134
20050803,909.57,905.18,919.28,903.76,25790,0.0066
20050804,904.15,907.42,909.83,901.62,14520,-0.006
20050805,923.8,904.04,923.81,903.94,19120,0.0217
20050809,933.09,926.97,933.39,919.11,19530,0.0061
20050810,940.37,933.26,940.37,926.27,21520,0.0078
20050811,953.99,940.78,953.99,939.39,27070,0.0145
20050812,938.32,954.72,959.27,933.99,29170,-0.0164
20050816,945.06,955.27,959.34,939.92,23860,-0.0099
20050817,953.01,943.4,953.34,930.33,21460,0.0084
20050818,920.67,954.15,956.84,919.12,31860,-0.0339
20050819,923.04,918.09,927.32,910.08,22240,0.0026
20050823,923.41,931.81,931.81,915.03,15410,-0.0089
20050824,930.65,923.56,935.23,923.56,15960,0.0078
20050825,930.12,930.98,933.2,920.61,16290,-0.0006
20050826,928.26,930.25,930.33,921.84,15430,-0.002
20050830,914.88,916.09,920.21,912.84,12440,-0.0027
20050831,927.92,915.12,928.21,911.5,14620,0.0143
20050902,947.87,945.98,947.92,941.31,18610,0.0035
20050907,952.76,934.99,952.9,932.65,19610,0.0172
20050908,955.28,954.27,958.87,947.71,22420,0.0026
20050909,949.07,955.11,959.9,946.02,16220,-0.0065
20050913,963.77,949.58,963.92,948.13,16580,0.015
20050914,970.19,964.97,970.26,961.64,19960,0.0067
20050915,969.6,970.58,970.96,965.66,16380,-0.0006
20050916,967.5,969.62,970.37,964.28,13980,-0.0022
20050920,961.92,971.38,971.65,957.12,18640,-0.0095
20050921,944.41,961.37,961.37,943.82,18540,-0.0182
20050922,923.27,942.73,942.73,914.23,18120,-0.0224
20050923,916.15,921.51,927.42,914.81,11550,-0.0077
20050927,904.21,918.87,921.13,903.39,11090,-0.0155
20050928,903.72,903.33,910.33,901.38,8850,-0.0005
20050929,915.98,904.28,915.98,904.28,11940,0.0136
20050930,917.39,916.59,918.66,913.45,9000,0.0015
20051011,919.72,906.63,919.8,904.04,7760,0.0137
20051012,923.49,920.45,926.09,917.38,12210,0.0041
20051013,916.5,923.43,926.01,916.27,10830,-0.0076
20051014,904.83,916.34,917.89,902.81,10120,-0.0127
20051018,902.37,897.37,903,895.62,11370,0.0053
20051019,898.74,902.04,907.88,897.04,11030,-0.004
20051020,899.91,898.89,900.13,889.57,12610,0.0013
20051021,904.41,899.64,907.79,897.99,11370,0.005
20051025,894.27,905.97,905.97,893.61,11210,-0.0137
20051026,875.82,892.62,892.62,873.89,12170,-0.0206
20051027,875.85,873.47,879.67,869.72,11910,0
20051028,867.73,875.86,880.21,859.69,11970,-0.0093
20051102,882.48,873.39,884.94,873.39,13110,0.011
20051103,874.58,882.19,885.68,872.11,12180,-0.009
20051104,878.36,873.35,878.36,869.68,9570,0.0043
20051108,881.52,876.43,881.89,870.96,10130,0.0048
20051109,879.25,881.51,884.94,878.68,11770,-0.0026
20051110,862.97,878.62,878.62,862.09,10850,-0.0185
20051111,864.79,861.22,867.33,857.79,9220,0.0021
20051115,856.63,862.07,867.46,853.86,8250,-0.0064
20051116,863.12,855.45,863.17,847.49,9070,0.0076
20051117,862.66,863.08,865.79,859,8810,-0.0005
20051118,882.24,862.58,886.58,862.4,17600,0.0227
20051122,869.62,883.93,883.93,869.53,10600,-0.0161
20051123,876.23,868,876.82,866.19,9920,0.0076
20051124,881.49,875.83,885.75,874.88,14630,0.006
20051129,871.31,879.25,879.25,870.56,8420,-0.0101
20051130,873.83,870.45,873.93,866.98,8040,0.0029
20051202,869.94,872.93,875.83,866.37,8490,-0.0036
20051206,866.08,858.11,867.19,855.72,10300,0.0075
20051207,873.84,865.72,874,865.02,9840,0.009
20051208,874.06,874.13,877.97,870.12,10260,0.0003
20051209,887.36,873.69,887.57,871.26,12720,0.0152
20051213,889.1,888,889.22,880.74,10550,0.0007
20051214,898.15,888.6,899.01,884.37,13870,0.0102
20051215,896.43,898.38,904.01,895.17,16260,-0.0019
20051216,902.56,895.83,902.75,894.1,11450,0.0068
20051220,907.32,902.75,907.32,899.66,10300,0.0049
20051221,903.14,907.05,910.93,902.11,10270,-0.0046
20051222,908.75,902.37,909.06,900.66,8950,0.0062
20051223,915.89,908.96,915.89,908.51,11910,0.0079
20051228,920.92,919.05,920.98,915.12,12130,0.0017
20051229,932.03,921.14,932.03,921.14,17260,0.0121
20051230,923.45,933.45,934,921.83,15600,-0.0092
20060104,941.43,926.56,941.43,926.41,21130,0.0195
20060105,959.13,943.85,959.62,942.31,27310,0.0188
20060106,970.03,961.91,975.63,956.04,30290,0.0114
20060110,978.15,975.28,978.28,964.43,22740,0.003
20060111,973.48,977.64,983.39,963.39,26520,-0.0048
20060112,983.72,972.39,984.08,968.54,21900,0.0105
20060113,978.81,985.04,988.11,973.68,22280,-0.005
20060118,983.62,964.16,984.67,963.08,20820,0.02
20060119,991.22,985.23,992.27,978.28,26460,0.0077
20060120,993.34,991.57,994.5,987.06,26150,0.0021
20060124,999.09,997.79,1006.15,993.39,24200,0.0029
20060125,1009.6,998.83,1009.65,989.51,21800,0.0105
20060207,1029.94,1034.68,1038.5,1019.94,32960,-0.0032
20060208,1033.07,1028.44,1033.4,1022.94,26990,0.003
20060209,1019.6,1033.19,1033.19,1017.05,23840,-0.013
20060210,1032.34,1019.42,1032.6,1018.48,22020,0.0125
20060214,1038.53,1032.64,1038.81,1030.46,18560,0.0067
20060215,1041.66,1040.33,1048.34,1038.74,24790,0.003
20060216,1020.12,1041.66,1041.66,1019.21,26160,-0.0207
20060217,1020.37,1020.06,1028.57,1015.99,21030,0.0002
20060222,1037.88,1039.65,1046.45,1036.38,25380,-0.0009
20060223,1041.37,1038.25,1041.59,1029.25,19790,0.0034
20060224,1049.44,1041.97,1049.69,1041.97,19680,0.0077
20060228,1053.01,1046.71,1053.72,1033.66,19350,0.0049
20060302,1038.67,1055.86,1056.05,1034.68,24880,-0.017
20060303,1041.68,1037.99,1043.42,1029.56,21200,0.0029
20060307,1014.97,1037.93,1037.98,1013.14,19340,-0.023
20060308,1009.27,1012.58,1014.97,999.93,17460,-0.0056
20060309,1004.34,1006.97,1010.91,1002.2,12740,-0.0049
20060310,1008.9,1004.75,1011.76,1004.69,11890,0.0045
20060314,1018.27,1020.47,1021.65,1012.11,11350,-0.0016
20060315,1028.96,1018.15,1028.96,1017.08,14840,0.0105
20060316,1027.62,1028.96,1029.81,1025.52,14780,-0.0013
20060317,1024.02,1027.64,1029.56,1021.08,15000,-0.0035
20060321,1040.76,1037.95,1047.05,1036.23,19080,0.003
20060322,1047.67,1041.14,1047.94,1036.71,18640,0.0066
20060323,1048.54,1047.35,1049.33,1042.83,20470,0.0008
20060324,1042.6,1049.12,1051.76,1041.23,20100,-0.0057
20060328,1055.98,1050.07,1056.52,1048.64,22270,0.005
20060329,1065.29,1058.74,1074.04,1057.68,30530,0.0088
20060330,1055.63,1065.84,1067.99,1055.14,22010,-0.0091
20060331,1061.09,1053.85,1061.47,1050.22,22280,0.0052
20060404,1089.37,1080.86,1089.37,1076.2,31150,0.0093
20060405,1099.97,1091.17,1100.56,1089.55,32940,0.0097
20060406,1103.24,1102.54,1109.68,1097.32,36170,0.003
20060407,1103.15,1102.94,1105.1,1091.89,32570,-0.0001
20060411,1123.31,1120.16,1126.09,1112.01,35610,0.0048
20060412,1117.07,1123.78,1123.78,1116.15,30330,-0.0056
20060413,1093.92,1116.84,1122.39,1093.51,33820,-0.0207
20060414,1118.61,1091.69,1118.66,1091.67,33530,0.0226
20060418,1131.28,1127.51,1135.45,1119.27,32320,0.0061
20060419,1138.24,1135.61,1140.41,1125.2,34320,0.0062
20060420,1134.38,1139.64,1142.54,1127.09,37890,-0.0034
20060421,1149.16,1133.2,1152.89,1127.65,40770,0.013
20060425,1141.93,1139.49,1149.54,1123.1,38610,-0.0007
20060426,1155.73,1142.9,1162.02,1142.07,41820,0.0121
20060427,1155.27,1157.38,1159.9,1145.26,31980,-0.0004
20060428,1172.35,1143.59,1173.88,1133.19,40800,0.0148
20060509,1251.61,1226.32,1252.76,1222.68,55990,0.0272
20060510,1265.93,1257.98,1273.68,1243.47,55670,0.0114
20060511,1255.04,1267.22,1294.87,1254.35,61130,-0.0086
20060512,1296.26,1255.23,1296.38,1252.68,54920,0.0328
20060516,1331.13,1368.13,1387.4,1322.14,79660,-0.0155
20060517,1335.52,1331.69,1356.13,1306.87,61820,0.0033
20060518,1331.2,1322.65,1340.52,1301.11,52060,-0.0032
20060519,1366.1,1334.07,1371.22,1329.32,67120,0.0262
20060523,1317.65,1365.1,1365.1,1316.55,56870,-0.0408
20060524,1308.24,1325.68,1351.31,1277.33,51180,-0.0071
20060525,1307.7,1304.69,1316.47,1285.73,34050,-0.0004
20060526,1331.02,1312.24,1331.45,1309.46,36390,0.0178
20060531,1365.45,1377.45,1386.94,1355.01,47340,-0.0097
20060602,1390.12,1406.62,1411.78,1382,64110,-0.0091
20060606,1399.14,1400.27,1413.11,1391.89,46840,-0.0029
20060607,1320.23,1398.18,1398.18,1319.7,52050,-0.0564
20060608,1325.98,1309.07,1331.88,1286.9,45680,0.0044
20060609,1294.18,1320.81,1329.84,1293.05,37390,-0.024
20060613,1298.28,1296.41,1312.13,1284.62,27820,0.0005
20060614,1283.88,1291.69,1291.69,1269.52,28800,-0.0111
20060615,1285.38,1283.72,1300.11,1280.5,23240,0.0012
20060616,1318.01,1290,1318.02,1290,28410,0.0254
20060620,1338.22,1333.62,1341.24,1323.78,27800,0.0025
20060621,1333.53,1336.84,1347,1320.41,32450,-0.0035
20060622,1331.55,1331.93,1341.73,1326.15,25950,-0.0015
20060623,1339.45,1329.11,1340.27,1319.51,25650,0.0059
20060627,1363.9,1365.04,1368.41,1354.09,26460,0.0004
20060628,1362.88,1361.79,1366.34,1353.63,25790,-0.0007
20060629,1395.12,1365.25,1395.24,1365.25,42440,0.0237
20060630,1393.96,1402.6,1408.79,1384.99,38400,-0.0008
20060704,1411.01,1423.08,1426.1,1401.15,42750,-0.0066
20060706,1418.67,1391.64,1418.76,1390.19,32480,0.0184
20060707,1410.43,1423.72,1426.4,1405.99,33560,-0.0058
20060711,1418.58,1414.14,1418.82,1406.5,28540,0.0046
20060712,1419.2,1419.07,1430.94,1416.74,36290,0.0004
20060713,1346.09,1415.88,1418.13,1344.15,48970,-0.0515
20060714,1357.13,1333.74,1367.74,1327.59,32660,0.0082
20060718,1373.42,1370.9,1373.59,1359.91,22730,0.0009
20060719,1336.64,1370.29,1370.29,1330.28,25230,-0.0268
20060720,1345.19,1335.41,1346.85,1329.18,18450,0.0064
20060721,1356.03,1344.6,1357.34,1344.57,20390,0.0081
20060725,1374.17,1359.32,1378.84,1359.32,22020,0.0118
20060726,1371.3,1377.78,1380.8,1367.05,19630,-0.0021
20060727,1355.55,1370.75,1379.25,1347.29,23820,-0.0115
20060728,1341.39,1354.92,1359.74,1327.66,21560,-0.0104
20060802,1275.09,1281.89,1288.61,1258.01,17810,-0.0054
20060803,1271.74,1277.63,1281.79,1261.69,12940,-0.0026
20060804,1241.91,1272.36,1278.25,1239.38,16050,-0.0235
20060808,1252.39,1225.04,1252.39,1225.04,14250,0.0231
20060809,1251.3,1254.37,1258.21,1245.39,12860,-0.0009
20060810,1271.47,1251.16,1271.47,1251.08,17700,0.0161
20060811,1275.65,1273.27,1277.97,1265.52,15300,0.0033
20060815,1265.86,1243.16,1265.86,1239.9,14320,0.0162
20060816,1283.57,1266.82,1283.57,1262.54,20800,0.014
20060817,1271.63,1280.28,1280.28,1263.93,15460,-0.0093
20060818,1267.87,1270.22,1280.83,1265.82,13970,-0.003
20060822,1285.27,1270.1,1289.02,1269.1,17200,0.0116
20060823,1285.68,1284.82,1294.83,1282.84,19090,0.0003
20060824,1292.4,1284.84,1292.4,1274.56,15080,0.0052
20060825,1295.44,1293.5,1301.75,1292.45,18560,0.0024
20060829,1330.15,1328.61,1349.2,1327,31770,0.0032
20060830,1334.67,1328.37,1336.39,1319.82,21140,0.0034
20060831,1338.69,1335.59,1342.79,1331.29,23190,0.003
20060906,1346.37,1341.4,1346.37,1331.85,23150,0.0042
20060907,1328.38,1348.17,1348.28,1323.98,21890,-0.0134
20060908,1332.15,1327.56,1334.73,1326.25,17230,0.0028
20060912,1347.64,1338.82,1350.53,1337.3,27300,0.0066
20060913,1338.39,1348.85,1356.86,1337.46,32820,-0.0069
20060914,1338.28,1338.35,1345.59,1323.8,22220,-0.0001
20060915,1362.32,1338.41,1362.4,1338.14,36060,0.018
20060919,1378.31,1377.72,1385.62,1371.43,26650,0.002
20060920,1378.46,1376.12,1381.81,1365.72,23450,0.0001
20060921,1387.37,1378.46,1390.62,1378.46,26090,0.0065
20060922,1374.85,1389.87,1393.53,1373.94,28270,-0.009
20060926,1357.65,1370.86,1371.58,1351.18,19700,-0.0107
20060927,1371.12,1357.28,1371.12,1355.39,17580,0.0099
20060928,1387,1372.13,1389.56,1369.4,21690,0.0116
20060929,1403.27,1389.08,1405.56,1389.04,27170,0.0117
20061010,1437.24,1437.69,1443.5,1426.97,38400,0.0008
20061011,1435.91,1436.68,1440.21,1421.81,31620,-0.0009
20061012,1426.5,1436.2,1438.8,1423.63,37960,-0.0066
20061013,1430.88,1424.3,1436.1,1420.96,28300,0.0031
20061017,1414.45,1416.95,1426.29,1410.67,24220,-0.0029
20061018,1437.59,1413.91,1437.59,1413.55,24290,0.0164
20061019,1439.38,1438.84,1445.62,1433.94,23820,0.0012
20061020,1440.18,1440.67,1447.95,1436.65,26560,0.0006
20061024,1440.05,1408.58,1440.05,1408.58,26190,0.0222
20061025,1446.83,1443.11,1459.73,1434.81,32210,0.0047
20061026,1456.1,1447.09,1457.37,1435.28,38470,0.0064
20061027,1439.05,1455.98,1460.45,1433.36,37380,-0.0117
20061031,1464.47,1447.06,1464.48,1447.06,36950,0.0126
20061102,1479.66,1480.55,1480.55,1464.6,42370,0.0002
20061103,1488.29,1481.58,1497.47,1480.77,39370,0.0058
20061107,1516.1,1512.65,1516.8,1491.33,43040,0.0054
20061108,1498.17,1512.36,1513.04,1497.01,28720,-0.0118
20061109,1524.71,1491.8,1527.38,1489.2,34030,0.0177
20061110,1504.06,1525.23,1535.2,1493.2,53920,-0.0135
20061114,1493.78,1475.44,1493.88,1453.26,36310,0.0122
20061115,1534.76,1494.11,1534.85,1490.87,40590,0.0274
20061116,1533.29,1540.26,1558.41,1531.29,57760,-0.001
20061117,1562.08,1528.01,1562.24,1521.55,44450,0.0188
20061121,1612.25,1591.47,1612.46,1568.95,48600,0.012
20061122,1624.03,1610.05,1639.41,1600.38,57070,0.0073
20061123,1634.91,1623.71,1642.81,1618.04,51360,0.0067
20061128,1644.01,1649.68,1656.19,1629.83,44760,-0.0047
20061129,1667.14,1617.69,1672.91,1604.82,45580,0.0141
20061130,1714.36,1671.66,1714.49,1671.66,60220,0.0283
20061205,1794.23,1785.44,1811.66,1777.43,67200,0.0076
20061206,1779.41,1794.26,1806.64,1717.72,81280,-0.0083
20061207,1775.71,1774.18,1820.72,1770.57,80490,-0.0021
20061208,1711.58,1752.77,1772.16,1710,66260,-0.0361
20061212,1802.79,1798.46,1819.8,1772.11,57830,0.0072
20061213,1803.86,1805.42,1813.28,1779.56,48000,0.0006
20061214,1836.14,1807.08,1836.19,1805.2,47210,0.0179
20061215,1867.64,1842.88,1867.78,1832.51,49410,0.0172
20061219,1921.44,1924.8,1936.75,1882.54,67790,0.0028
20061220,1936.55,1912.9,1936.8,1893.42,56350,0.0079
20061221,1908.98,1935.78,1945.47,1905.72,60230,-0.0142
20061222,1895.64,1896.48,1918.49,1880.57,46230,-0.007
20061227,1982.88,1940.41,1983.11,1939.55,56010,0.023
20061228,1979.93,1988.02,2010.37,1964.97,63190,-0.0015
20061229,2041.05,1991.88,2052.86,1991.88,73850,0.0309
20070104,2067.09,2073.25,2139.49,2054.24,106720,0.0128
20070105,2072.88,2051.15,2083.4,2030.76,92740,0.0028
20070109,2200.09,2137.49,2201.36,2128.06,81580,0.0322
20070110,2255.97,2210.76,2255.97,2194.77,84910,0.0254
20070111,2231.63,2257.01,2289.95,2224.37,86280,-0.0108
20070112,2173.75,2215.86,2249.54,2159.78,76530,-0.0259
20070117,2308.93,2360.41,2393.22,2266.34,89020,-0.0191
20070118,2317.09,2292.17,2325.53,2240.21,78650,0.0035
20070119,2396.09,2320.87,2396.09,2320.87,83330,0.0341
20070123,2508.13,2508.26,2516.59,2415.11,102340,0.0068
20070124,2536.43,2508.52,2556.1,2489.93,84430,0.0113
20070125,2452.83,2512.46,2529.43,2449.05,81060,-0.033
20070126,2512.92,2415.75,2524.24,2356.98,78650,0.0245
20070130,2551.88,2586.52,2599.45,2531.78,78210,-0.0097
20070131,2385.34,2544.3,2548.18,2367.67,80910,-0.0653
20070202,2298,2397.06,2403.62,2293.28,59380,-0.0406
20070206,2316.04,2271.37,2316.7,2198.9,67010,0.0195
20070207,2369.79,2330.43,2390.87,2330.43,70110,0.0232
20070208,2410.6,2376.63,2415.96,2354.7,62660,0.0172
20070209,2397.24,2412.64,2417.64,2376.02,55520,-0.0055
20070213,2522.63,2498.34,2526.23,2489.66,51530,0.015
20070214,2588.35,2527.56,2594.66,2520.53,62780,0.0261
20070215,2668.63,2607.63,2669.18,2607.63,71630,0.031
20070216,2676.74,2692.67,2717.57,2660.49,75910,0.003
20070227,2457.49,2717.81,2719.52,2454.92,107740,-0.0924
20070228,2544.57,2413.42,2554.23,2413.33,82820,0.0354
20070302,2508.73,2468.67,2523.86,2455.82,57950,0.0142
20070306,2520.29,2467.74,2539.45,2452.14,52630,0.018
20070307,2589.44,2532.97,2594.46,2532.15,59720,0.0274
20070308,2627.63,2597.72,2628.45,2565.11,55390,0.0147
20070309,2611.39,2632.8,2643.81,2587.49,70410,-0.0062
20070313,2640.17,2620.72,2641.63,2605.23,65790,0.0092
20070314,2597.36,2609.93,2625.12,2546.65,68950,-0.0162
20070315,2645.55,2595.54,2645.88,2595.54,63780,0.0186
20070316,2604.23,2656.01,2665.39,2576.32,75330,-0.0156
20070320,2672.77,2669.64,2674.47,2645.25,61250,0.005
20070321,2702.6,2685.93,2703,2666.89,64610,0.0112
20070322,2711.32,2720.46,2740.28,2702.41,83310,0.0032
20070323,2716.27,2710.36,2726.62,2653.79,73910,0.0018
20070327,2784.02,2770.35,2789.97,2753.02,80730,0.0072
20070328,2797.65,2787.24,2806.08,2689.11,112210,0.0049
20070329,2783.3,2802.38,2830.08,2782.93,106570,-0.0051
20070330,2781.78,2768.71,2801.95,2753.15,62950,-0.0005
20070403,2888.11,2861.9,2888.33,2852.57,77010,0.0133
20070404,2911.82,2893.38,2924.68,2875.68,75510,0.0082
20070405,2945.05,2909.5,2950.66,2895.42,74140,0.0114
20070406,2972.01,2921.73,2977.46,2911.05,79100,0.0092
20070410,3081.57,3053.36,3081.62,2993.11,100890,0.0143
20070411,3121.32,3092.09,3121.54,3059.28,101670,0.0129
20070412,3176.44,3129.25,3176.69,3114.91,92540,0.0177
20070413,3169.23,3182.78,3211.61,3154.11,100650,-0.0023
20070417,3283.6,3273.43,3288.17,3182.95,105310,0.0085
20070418,3304.5,3294.21,3311.98,3244.93,101430,0.0064
20070419,3150.3,3297.95,3297.95,3065.28,115270,-0.0467
20070420,3289.28,3165.67,3297.41,3165.67,94470,0.0441
20070424,3445.2,3462.48,3490.81,3418.3,114640,0.004
20070425,3448.28,3432.02,3467.83,3376.08,100580,0.0009
20070426,3493.58,3465.11,3493.91,3438.88,79000,0.0131
20070427,3470.52,3499.94,3503.89,3436,80700,-0.0066
20070508,3686.03,3643.81,3699.37,3618.78,106790,0.0358
20070509,3701.28,3699.3,3717.34,3556.61,140650,0.0041
20070510,3724.51,3703.53,3742.23,3671.81,115420,0.0063
20070511,3702.61,3696.29,3715.37,3629.71,88960,-0.0059
20070515,3604.64,3739.05,3751.64,3600.21,93580,-0.0348
20070516,3700.29,3598,3700.65,3557.2,86230,0.0265
20070517,3778.61,3716.44,3794.16,3705.28,90260,0.0212
20070518,3776.63,3771.27,3805.21,3746.24,82420,-0.0005
20070522,3870.49,3849.04,3893.19,3849.04,109620,0.0102
20070523,3938.95,3879.76,3939.49,3853.91,98520,0.0177
20070524,3919.75,3953.89,3972.58,3858.51,113810,-0.0049
20070525,3985.25,3907.73,3996.85,3888.31,95420,0.0167
20070530,3886.46,3906.04,4104.2,3849.7,132740,-0.0676
20070531,3927.95,3828.72,3991.73,3683.56,126080,0.0107
20070605,3634.63,3407,3635.15,3246.73,113770,0.0351
20070606,3677.58,3652.89,3712.53,3550.74,95950,0.0118
20070607,3802.3,3694.55,3802.3,3684.46,94190,0.0339
20070608,3837.87,3814.18,3861.21,3769.15,89080,0.0094
20070612,4036.11,3953.96,4036.36,3834.02,99390,0.0265
20070613,4118.27,4071.74,4146.52,4064.15,109450,0.0204
20070614,4075.82,4103.52,4132,4022.78,86610,-0.0103
20070615,4099.38,4043.11,4115.73,4025.1,68780,0.0058
20070619,4253,4227.59,4254.72,4186.18,81540,0.006
20070620,4157.6,4268.65,4292.2,4138.33,86860,-0.0224
20070621,4197.28,4140.69,4208.87,4110.96,73740,0.0095
20070622,4051.43,4203.13,4220.92,3970.35,79550,-0.0347
20070626,3928.21,3804.41,3929.37,3752.93,58890,0.0131
20070627,4040.48,3946.88,4053.41,3912.2,65290,0.0286
20070628,3858.52,4038.38,4067.81,3857.85,66860,-0.045
20070629,3764.08,3769.33,3867.75,3718.16,58920,-0.0245
20070703,3832.23,3782.78,3835.29,3744.01,46410,0.0198
20070704,3743.58,3840.41,3848.08,3727.56,38230,-0.0231
20070706,3710.28,3517.6,3712.74,3475.27,51370,0.0489
20070710,3775.62,3832.76,3852.93,3764.25,51910,-0.012
20070711,3789.87,3751.49,3797.81,3732.29,33630,0.0038
